imdb_title_id,mean_vote
tt0019388,6.5
tt0019400,7.9
tt0019412,7.7
tt0019415,7.6
tt0019421,7.9
tt0019429,7.5
tt0019434,7.3
tt0019451,7.0
tt0019462,7.2
tt0019480,6.5
tt0019489,7.0
tt0019509,7.4
tt0019532,6.7
tt0019553,6.7
tt0019557,6.7
tt0019558,7.4
tt0019563,7.3
tt0019571,7.3
tt0019574,7.0
tt0019585,8.1
tt0019591,7.6
tt0019609,7.1
tt0019611,7.2
tt0019629,7.1
tt0019630,6.0
tt0019644,7.3
tt0019646,7.6
tt0019649,7.3
tt0019655,7.2
tt0019658,5.7
tt0019684,5.0
tt0019690,5.7
tt0019699,6.0
tt0019702,7.0
tt0019725,6.9
tt0019726,6.8
tt0019729,6.3
tt0019735,6.6
tt0019745,6.3
tt0019746,6.8
tt0019777,7.2
tt0019785,6.4
tt0019788,7.1
tt0019796,6.5
tt0019798,7.6
tt0019800,6.2
tt0019811,8.1
tt0019815,6.7
tt0019823,6.4
tt0019824,6.3
tt0019839,2.9
tt0019843,7.2
tt0019850,7.3
tt0019852,7.0
tt0019856,7.1
tt0019884,6.1
tt0019886,6.8
tt0019889,6.3
tt0019901,7.3
tt0019909,7.2
tt0019929,6.9
tt0019933,7.3
tt0019935,7.3
tt0019936,7.3
tt0019939,6.4
tt0019945,5.6
tt0019946,6.4
tt0019949,6.9
tt0019957,5.8
tt0019959,6.9
tt0019976,7.2
tt0019979,5.3
tt0019983,5.4
tt0019992,6.0
tt0019993,7.5
tt0020004,6.8
tt0020011,6.4
tt0020014,6.2
tt0020018,5.7
tt0020025,7.1
tt0020030,7.4
tt0020034,8.3
tt0020062,7.0
tt0020075,7.3
tt0020078,6.8
tt0020080,7.1
tt0020081,6.2
tt0020092,6.8
tt0020099,7.0
tt0020103,6.2
tt0020112,7.2
tt0020114,6.8
tt0020122,7.8
tt0020126,6.1
tt0020142,6.4
tt0020143,8.2
tt0020144,8.0
tt0020163,7.4
tt0020166,5.9
tt0020182,7.2
tt0020193,7.0
tt0020197,6.9
tt0020198,6.2
tt0020210,7.7
tt0020217,6.3
tt0020223,6.7
tt0020228,6.9
tt0020230,6.9
tt0020232,7.1
tt0020238,6.3
tt0020247,6.0
tt0020253,7.1
tt0020269,7.2
tt0020286,6.6
tt0020293,7.0
tt0020298,7.8
tt0020305,5.5
tt0020320,7.0
tt0020332,7.8
tt0020335,7.4
tt0020336,6.6
tt0020344,7.0
tt0020358,6.5
tt0020359,5.5
tt0020364,6.3
tt0020388,6.3
tt0020392,6.5
tt0020402,6.4
tt0020403,6.4
tt0020405,6.9
tt0020410,6.9
tt0020425,5.7
tt0020431,4.6
tt0020439,7.6
tt0020442,7.2
tt0020446,4.8
tt0020451,7.3
tt0020458,7.2
tt0020461,5.9
tt0020466,7.0
tt0020475,7.7
tt0020479,7.0
tt0020480,5.8
tt0020488,6.0
tt0020490,6.1
tt0020492,5.9
tt0020499,6.8
tt0020502,6.3
tt0020510,6.6
tt0020514,7.8
tt0020516,7.1
tt0020534,6.0
tt0020538,5.4
tt0020542,5.4
tt0020543,6.5
tt0020547,7.1
tt0020556,7.0
tt0020563,6.6
tt0020570,7.3
tt0020572,6.3
tt0020581,6.8
tt0020585,7.2
tt0020589,6.8
tt0020590,6.6
tt0020608,7.2
tt0020613,6.5
tt0020620,5.9
tt0020629,7.9
tt0020640,7.6
tt0020641,6.9
tt0020642,7.1
tt0020656,7.2
tt0020661,5.6
tt0020668,6.6
tt0020670,6.0
tt0020673,5.5
tt0020679,6.5
tt0020686,7.2
tt0020690,5.9
tt0020691,7.3
tt0020693,6.3
tt0020695,6.2
tt0020697,7.7
tt0020701,6.2
tt0020702,5.5
tt0020713,6.3
tt0020724,6.4
tt0020740,4.7
tt0020754,6.4
tt0020758,5.9
tt0020763,6.2
tt0020768,7.7
tt0020785,5.7
tt0020793,7.7
tt0020799,6.4
tt0020806,6.5
tt0020814,7.0
tt0020815,7.7
tt0020821,6.7
tt0020823,6.2
tt0020827,6.9
tt0020828,5.5
tt0020836,6.6
tt0020838,6.0
tt0020842,6.8
tt0020852,5.6
tt0020866,5.9
tt0020869,5.4
tt0020873,6.5
tt0020875,6.8
tt0020876,6.9
tt0020890,6.6
tt0020891,8.0
tt0020894,7.2
tt0020896,6.5
tt0020900,6.2
tt0020902,5.7
tt0020919,7.5
tt0020924,6.1
tt0020926,5.2
tt0020929,7.5
tt0020938,5.4
tt0020945,6.4
tt0020949,7.0
tt0020959,5.6
tt0020960,7.7
tt0020966,6.6
tt0020980,6.5
tt0020985,6.6
tt0020987,6.3
tt0021001,5.5
tt0021013,7.0
tt0021016,5.7
tt0021025,7.3
tt0021040,6.8
tt0021042,6.1
tt0021044,6.6
tt0021048,5.5
tt0021053,6.7
tt0021060,6.7
tt0021061,6.6
tt0021069,5.7
tt0021070,7.3
tt0021074,6.7
tt0021079,7.3
tt0021087,6.2
tt0021090,5.6
tt0021092,5.7
tt0021094,5.4
tt0021100,5.7
tt0021102,6.4
tt0021106,6.6
tt0021110,6.3
tt0021121,7.3
tt0021128,6.3
tt0021132,5.8
tt0021133,5.1
tt0021134,5.1
tt0021140,6.0
tt0021148,7.2
tt0021149,5.8
tt0021152,4.9
tt0021153,7.0
tt0021156,7.2
tt0021165,6.4
tt0021178,6.3
tt0021189,7.9
tt0021191,5.5
tt0021197,6.3
tt0021216,6.2
tt0021217,6.7
tt0021223,6.2
tt0021224,6.0
tt0021225,6.8
tt0021228,6.3
tt0021232,6.4
tt0021239,5.8
tt0021240,6.9
tt0021247,7.2
tt0021263,6.7
tt0021268,7.5
tt0021273,7.2
tt0021276,6.3
tt0021280,5.7
tt0021281,6.8
tt0021282,5.9
tt0021283,6.5
tt0021287,6.0
tt0021292,7.6
tt0021294,7.3
tt0021295,5.0
tt0021297,6.8
tt0021303,5.5
tt0021304,5.8
tt0021307,6.2
tt0021309,7.4
tt0021310,6.1
tt0021322,6.5
tt0021324,5.2
tt0021331,7.4
tt0021335,5.9
tt0021345,5.6
tt0021365,5.3
tt0021371,6.9
tt0021374,6.3
tt0021376,5.6
tt0021377,6.4
tt0021381,6.5
tt0021382,6.3
tt0021394,6.2
tt0021400,5.8
tt0021401,5.6
tt0021406,7.0
tt0021408,6.0
tt0021409,7.3
tt0021413,7.3
tt0021420,6.9
tt0021435,5.6
tt0021439,5.4
tt0021463,6.8
tt0021464,6.3
tt0021472,5.8
tt0021483,6.6
tt0021484,7.2
tt0021486,6.2
tt0021492,7.0
tt0021493,5.8
tt0021505,6.9
tt0021508,6.0
tt0021511,6.1
tt0021525,5.9
tt0021531,6.3
tt0021533,8.0
tt0021534,7.7
tt0021542,7.4
tt0021549,7.8
tt0021550,6.1
tt0021551,6.8
tt0021568,6.2
tt0021571,7.4
tt0021577,7.4
tt0021580,7.0
tt0021594,7.3
tt0021595,6.2
tt0021599,5.4
tt0021606,6.4
tt0021607,6.6
tt0021615,6.1
tt0021622,6.2
tt0021632,6.5
tt0021633,8.0
tt0021635,6.6
tt0021636,6.7
tt0021647,7.1
tt0021649,6.3
tt0021653,7.0
tt0021654,6.9
tt0021657,6.0
tt0021659,6.0
tt0021668,7.3
tt0021673,7.2
tt0021681,6.0
tt0021684,5.8
tt0021695,6.2
tt0021697,6.1
tt0021707,6.4
tt0021725,6.7
tt0021730,7.3
tt0021732,6.6
tt0021733,8.0
tt0021735,6.5
tt0021739,7.4
tt0021743,4.9
tt0021746,6.0
tt0021749,8.3
tt0021750,7.2
tt0021754,7.0
tt0021756,6.1
tt0021759,6.7
tt0021761,6.2
tt0021764,5.9
tt0021768,6.5
tt0021770,7.0
tt0021772,5.9
tt0021775,6.4
tt0021778,6.3
tt0021780,7.9
tt0021785,6.3
tt0021786,6.3
tt0021793,6.0
tt0021798,6.2
tt0021799,6.4
tt0021807,6.3
tt0021814,7.6
tt0021815,7.2
tt0021818,7.4
tt0021820,5.9
tt0021825,6.3
tt0021826,6.4
tt0021828,5.7
tt0021829,6.2
tt0021836,7.2
tt0021840,6.1
tt0021845,5.8
tt0021847,7.0
tt0021859,5.6
tt0021861,6.0
tt0021864,6.3
tt0021865,6.0
tt0021873,7.4
tt0021874,8.0
tt0021879,5.9
tt0021884,7.8
tt0021885,6.8
tt0021889,5.4
tt0021890,6.9
tt0021895,6.0
tt0021900,5.1
tt0021906,7.4
tt0021910,7.7
tt0021917,5.2
tt0021919,6.0
tt0021927,6.0
tt0021928,6.7
tt0021931,6.6
tt0021932,6.8
tt0021933,7.2
tt0021952,6.3
tt0021963,6.2
tt0021966,5.5
tt0021969,6.9
tt0021973,6.3
tt0021978,7.0
tt0021985,7.6
tt0021986,5.6
tt0021988,6.3
tt0021992,6.2
tt0022000,7.8
tt0022001,6.5
tt0022002,6.3
tt0022017,7.6
tt0022021,6.0
tt0022026,7.3
tt0022029,6.9
tt0022034,7.2
tt0022042,6.2
tt0022043,6.2
tt0022046,6.0
tt0022048,6.6
tt0022054,7.8
tt0022056,5.9
tt0022059,5.5
tt0022074,7.7
tt0022080,7.3
tt0022085,6.4
tt0022086,6.5
tt0022100,8.1
tt0022103,6.6
tt0022105,6.6
tt0022111,7.3
tt0022117,7.2
tt0022119,6.4
tt0022120,5.4
tt0022121,6.4
tt0022125,7.4
tt0022134,6.0
tt0022135,5.7
tt0022139,6.7
tt0022149,6.4
tt0022150,7.5
tt0022151,7.2
tt0022153,7.3
tt0022158,7.6
tt0022172,5.7
tt0022173,6.3
tt0022177,5.8
tt0022178,6.8
tt0022180,5.7
tt0022183,7.6
tt0022185,7.3
tt0022191,5.9
tt0022197,5.7
tt0022198,8.1
tt0022204,6.7
tt0022208,7.1
tt0022214,6.9
tt0022215,7.2
tt0022223,6.2
tt0022235,6.9
tt0022236,6.6
tt0022243,5.5
tt0022246,7.9
tt0022251,7.1
tt0022254,6.2
tt0022259,7.0
tt0022261,6.7
tt0022264,7.4
tt0022265,4.5
tt0022268,6.9
tt0022273,6.6
tt0022274,6.8
tt0022276,7.0
tt0022279,6.9
tt0022285,6.6
tt0022286,7.7
tt0022289,7.2
tt0022290,6.6
tt0022293,6.1
tt0022296,6.4
tt0022297,6.5
tt0022303,6.6
tt0022308,5.9
tt0022317,4.7
tt0022321,6.6
tt0022326,6.0
tt0022331,6.1
tt0022335,7.2
tt0022339,7.1
tt0022353,5.9
tt0022357,6.5
tt0022360,7.0
tt0022373,6.0
tt0022381,5.3
tt0022382,5.7
tt0022386,6.7
tt0022391,5.2
tt0022395,5.9
tt0022397,6.3
tt0022403,7.0
tt0022404,6.7
tt0022409,4.4
tt0022412,6.2
tt0022418,5.6
tt0022425,6.2
tt0022428,6.5
tt0022430,6.4
tt0022432,5.7
tt0022433,6.9
tt0022435,6.1
tt0022436,7.7
tt0022437,6.1
tt0022440,6.2
tt0022444,6.4
tt0022453,6.6
tt0022454,7.0
tt0022458,7.5
tt0022463,6.5
tt0022469,6.7
tt0022478,5.7
tt0022481,6.1
tt0022484,5.9
tt0022485,7.3
tt0022489,7.8
tt0022495,6.5
tt0022500,6.7
tt0022501,6.7
tt0022517,6.8
tt0022523,6.1
tt0022535,6.2
tt0022537,6.3
tt0022550,7.5
tt0022551,6.7
tt0022572,6.3
tt0022582,6.6
tt0022599,7.5
tt0022613,6.9
tt0022614,6.2
tt0022615,6.6
tt0022619,6.1
tt0022626,7.5
tt0022628,6.5
tt0022635,7.3
tt0022639,7.1
tt0022641,6.6
tt0022644,6.4
tt0022651,7.2
tt0022660,6.9
tt0022663,6.3
tt0022675,7.2
tt0022676,6.3
tt0022681,6.0
tt0022682,7.3
tt0022685,6.7
tt0022689,6.1
tt0022694,6.9
tt0022696,7.2
tt0022698,7.2
tt0022699,5.1
tt0022700,7.9
tt0022718,7.4
tt0022725,7.6
tt0022731,5.7
tt0022733,6.8
tt0022735,7.2
tt0022737,7.2
tt0022748,5.6
tt0022751,6.2
tt0022753,6.4
tt0022755,7.7
tt0022775,6.9
tt0022778,6.5
tt0022784,6.1
tt0022787,7.4
tt0022788,6.5
tt0022789,6.1
tt0022792,6.4
tt0022796,7.0
tt0022799,6.2
tt0022802,7.3
tt0022814,6.4
tt0022824,6.1
tt0022827,6.5
tt0022834,7.7
tt0022835,7.6
tt0022854,7.1
tt0022864,6.1
tt0022867,6.8
tt0022869,6.4
tt0022873,6.9
tt0022876,6.7
tt0022877,7.2
tt0022879,6.6
tt0022882,7.8
tt0022888,6.5
tt0022890,6.1
tt0022897,6.5
tt0022905,7.0
tt0022913,7.9
tt0022918,5.9
tt0022924,6.4
tt0022934,5.5
tt0022938,6.3
tt0022941,4.8
tt0022958,7.5
tt0022961,6.5
tt0022970,7.2
tt0022971,6.5
tt0022979,6.4
tt0022981,5.7
tt0022987,6.5
tt0022990,6.9
tt0022991,6.3
tt0023002,6.1
tt0023007,6.8
tt0023013,6.4
tt0023027,7.7
tt0023028,6.6
tt0023034,5.8
tt0023038,5.8
tt0023042,7.9
tt0023049,7.2
tt0023055,6.6
tt0023066,6.1
tt0023071,6.9
tt0023074,7.4
tt0023088,7.3
tt0023092,5.5
tt0023101,6.7
tt0023104,6.8
tt0023108,6.5
tt0023109,6.2
tt0023110,6.6
tt0023117,6.4
tt0023119,5.9
tt0023121,7.2
tt0023125,6.7
tt0023132,6.8
tt0023139,6.6
tt0023145,5.9
tt0023151,6.5
tt0023153,6.0
tt0023157,6.5
tt0023158,7.6
tt0023162,6.2
tt0023169,6.3
tt0023175,6.6
tt0023180,6.7
tt0023181,7.5
tt0023187,6.5
tt0023190,6.8
tt0023194,6.4
tt0023196,6.8
tt0023198,7.0
tt0023202,6.7
tt0023208,6.4
tt0023209,6.0
tt0023213,6.8
tt0023221,5.4
tt0023225,7.1
tt0023228,6.5
tt0023230,6.2
tt0023236,4.3
tt0023238,7.2
tt0023240,7.1
tt0023241,7.2
tt0023243,5.8
tt0023245,7.3
tt0023247,5.0
tt0023249,6.4
tt0023261,6.9
tt0023262,5.6
tt0023266,6.9
tt0023268,7.1
tt0023271,7.0
tt0023277,6.8
tt0023278,6.8
tt0023284,6.8
tt0023285,5.9
tt0023293,7.3
tt0023302,6.9
tt0023303,7.3
tt0023305,8.0
tt0023316,6.6
tt0023322,6.2
tt0023326,7.0
tt0023327,7.2
tt0023333,5.6
tt0023334,6.1
tt0023335,6.8
tt0023342,6.0
tt0023345,6.9
